"#","Name","Category","Sub-category","Type","Link","GitHub repo","GitHub ★","Maintenance","Pricing tier","Price / license","What it is","Why it 10x's you","Best for","Works with","Platform","Install / get started","Setup effort","Status","Pro tip / gotcha","Instagram hook","My notes"
"495","Silero VAD","22 · Voice, Realtime & Multimodal","Voice activity detection","Model","https://github.com/snakers4/silero-vad","snakers4/silero-vad","10,235","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Tiny, accurate voice activity detector.","Know when the user is speaking — the core of any voice UX.","Any voice pipeline","Python / TS, WebRTC, telephony, local models","Windows / macOS / Linux","pip install silero-vad","Low","🔍 Explore","Runs in under 1 ms per chunk on CPU.","The 2 MB model every voice app needs.",""
"496","OpenAI Realtime API","22 · Voice, Realtime & Multimodal","Speech-to-speech","API","https://developers.openai.com/api/docs/guides/realtime","","","—","PAID","Usage-based","Low-latency speech-to-speech API with tool calling.","The most natural conversational latency with minimal plumbing.","Premium voice UX","Python / TS, WebRTC, telephony, local models","Web","API key + WebRTC/WebSocket","Medium","🔍 Explore","Audio tokens are pricey — cap session length.","Talk to AI with no lag.",""
"497","MentraOS","23 · Hardware, Edge AI & Computer Vision","Smart glasses","Operating system + SDK","https://github.com/Mentra-Community/MentraOS","Mentra-Community/MentraOS","2,353","🟢 Active · last commit today","FREE (open source)","Open source (GitHub reports Apache-2.0)","Open-source smart-glasses OS and cross-device app SDK (formerly AugmentOS).","Study a working glasses architecture: phone relay, cloud apps, display/mic/camera APIs.","Smart-glasses builders","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","See docs / SDK","High","🚀 Add now","Read their SDK design before designing your own app model.","An open-source OS for smart glasses.",""
"498","Omi","23 · Hardware, Edge AI & Computer Vision","Wearables","Hardware + software","https://github.com/BasedHardware/omi","BasedHardware/omi","13,507","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Open-source AI wearable: firmware, mobile app, backend and app marketplace.","Full reference stack for always-on audio capture → transcription → memory.","AI wearable builders","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","See repo","High","🔍 Explore","A complete blueprint: BLE audio streaming, app, backend.","An open-source AI necklace.",""
"499","Brilliant Labs Frame","23 · Hardware, Edge AI & Computer Vision","Smart glasses","Open hardware","https://github.com/brilliantlabsAR","","","—","FREE (open source)","Open source hardware/software; paid device","Open-source AR glasses with Lua/Python SDKs.","Hackable glasses hardware with real documentation.","AR tinkerers","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","See org repos","High","🔍 Explore","Useful reference for display + BLE constraints.","Hackable AR glasses.",""
"500","MediaPipe","23 · Hardware, Edge AI & Computer Vision","On-device ML","Framework","https://github.com/google-ai-edge/mediapipe","google-ai-edge/mediapipe","36,986","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","On-device ML solutions: pose, hands, face, segmentation, object detection — web, Android, iOS, Python.","Realtime pose tracking in the browser with no server — the core of any camera-based movement app.","Camera-based apps","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","npm i @mediapipe/tasks-vision","Medium","🚀 Add now","Pose Landmarker in the browser runs at 30+ fps on phones.","Body tracking in a browser tab.",""
"501","Ultralytics YOLO","23 · Hardware, Edge AI & Computer Vision","Computer vision","Library","https://github.com/ultralytics/ultralytics","ultralytics/ultralytics","61,721","🟢 Active · last commit today","FREE (open source)","Open source (AGPL-3.0); paid enterprise license","State-of-the-art object detection, segmentation, pose and tracking with a simple API.","Train a custom detector in an afternoon.","Custom vision models","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","pip install ultralytics","Medium","🔍 Explore","AGPL: commercial closed-source use needs a license.","Train an object detector before lunch.",""
"502","supervision (Roboflow)","23 · Hardware, Edge AI & Computer Vision","Computer vision","Library","https://github.com/roboflow/supervision","roboflow/supervision","50,803","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Reusable computer-vision utilities: annotators, trackers, zones, counting.","All the glue code around a detector.","CV app builders","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","pip install supervision","Low","🔍 Explore","Great demo visuals for client pitches.","The missing toolkit for computer vision.",""
"503","OpenCV","23 · Hardware, Edge AI & Computer Vision","Computer vision","Library","https://github.com/opencv/opencv","opencv/opencv","90,871","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","The foundational computer vision library.","Image processing, camera I/O and classic CV.","Any CV project","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","pip install opencv-python","Medium","🔍 Explore","Still the base layer under most CV pipelines.","25 years of computer vision in one import.",""
"504","ESP-IDF","23 · Hardware, Edge AI & Computer Vision","Embedded","SDK","https://github.com/espressif/esp-idf","espressif/esp-idf","19,040","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","Official development framework for ESP32 chips (Wi-Fi/BLE microcontrollers).","The cheapest path to connected hardware prototypes.","Hardware prototypers","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","Install via VS Code extension","High","🔍 Explore","ESP32-S3 has enough power for wake-word + audio streaming.","A $5 chip with Wi-Fi and Bluetooth.",""
"505","PlatformIO","23 · Hardware, Edge AI & Computer Vision","Embedded","Toolchain","https://github.com/platformio/platformio-core","platformio/platformio-core","9,465","🟢 Active · last commit last tuesday","FREE (open source)","Open source (Apache-2.0)","Cross-platform embedded development ecosystem with library management.","One workflow for ESP32, STM32, nRF and more; agents can drive its CLI.","Embedded developers","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","pip install platformio","Medium","🔍 Explore","CLI-first = agent-friendly firmware builds.","npm for microcontrollers.",""
"506","Edge Impulse","23 · Hardware, Edge AI & Computer Vision","On-device ML","Platform","https://edgeimpulse.com","","","—","FREEMIUM","Free for developers; paid enterprise","Platform for training and deploying ML models to microcontrollers and edge devices.","Wake words, gesture and sensor models without ML infra.","TinyML projects","Embedded devices, mobile, browser, Python","Web","Web studio + CLI","Medium","🔍 Explore","Exports optimised C++ libraries.","Machine learning on a microcontroller.",""
"507","ONNX Runtime","23 · Hardware, Edge AI & Computer Vision","On-device ML","Runtime","https://github.com/microsoft/onnxruntime","microsoft/onnxruntime","21,875","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Cross-platform inference runtime for ONNX models: mobile, web (WASM/WebGPU), desktop, server.","Ship the same model to browser, phone and server.","Cross-platform inference","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","pip install onnxruntime","Medium","🔍 Explore","onnxruntime-web enables in-browser inference.","Run any model anywhere.",""
"508","Transformers.js","23 · Hardware, Edge AI & Computer Vision","On-device ML","Library","https://github.com/huggingface/transformers.js","huggingface/transformers.js","16,299","🟢 Active · last commit yesterday","FREE (open source)","Open source (Apache-2.0)","Run Hugging Face models directly in the browser or Node with WebGPU.","Private, zero-server AI features: embeddings, Whisper, classification.","Browser AI features","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","npm i @huggingface/transformers","Low","🔍 Explore","In-browser Whisper = free transcription for your users.","AI that runs in a browser tab.",""
"509","system-design-primer","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/donnemartin/system-design-primer","donnemartin/system-design-primer","370,508","🟡 Slower · last commit march 2026","FREE (open source)","Open source","How to design large-scale systems, with worked examples and flashcards.","The mental models behind every architecture decision — and every senior interview.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Read one section per week and draw it from memory.","The repo that gets people senior offers.",""
"510","build-your-own-x","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/codecrafters-io/build-your-own-x","codecrafters-io/build-your-own-x","547,865","🟢 Active · last commit july 2026","FREE (open source)","Open source","Tutorials for rebuilding real technology from scratch: databases, git, Docker, neural nets.","You do not understand a tool until you have built a bad version of it.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Pick one: build your own git or your own Redis.","Build your own Docker. Seriously.",""
"511","developer-roadmap","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/nilbuild/developer-roadmap","nilbuild/developer-roadmap","367,524","🟢 Active · last commit today","FREE (open source)","Open source","Interactive roadmaps for every role: backend, DevOps, AI engineer, system design (roadmap.sh).","See what you do not know yet.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Use the AI Engineer and Backend roadmaps as gap checklists.","What to learn next, mapped.",""
"512","coding-interview-university","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/jwasham/coding-interview-university","jwasham/coding-interview-university","361,104","🟠 Quiet · last commit december 2024","FREE (open source)","Open source · GitHub license: CC-BY-SA-4.0","A complete self-taught computer science study plan.","The CS foundation self-taught devs often skip.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Skip to the topics you are weak on.","A CS degree in a GitHub repo.",""
"513","free-programming-books","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/EbookFoundation/free-programming-books","EbookFoundation/free-programming-books","397,043","🟢 Active · last commit last tuesday","FREE (open source)","Open source · GitHub license: CC-BY-4.0","Huge index of freely available programming books in many languages.","A free book exists for almost anything you want to learn.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Available in Russian too.","Every programming book. Free.",""
"514","the-book-of-secret-knowledge","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/trimstray/the-book-of-secret-knowledge","trimstray/the-book-of-secret-knowledge","244,340","🟠 Quiet · last commit november 2024","FREE (open source)","Open source · GitHub license: MIT","Collection of CLI tools, one-liners, cheat sheets and sysadmin/security resources.","The ops knowledge you only pick up after years on servers.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Skim the shell one-liners section.","The sysadmin cheat codes.",""
"515","project-based-learning","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/practical-tutorials/project-based-learning","practical-tutorials/project-based-learning","283,653","🟢 Active · last commit last monday","FREE (open source)","Open source · GitHub license: MIT","Project tutorials grouped by language.","Learn a language by shipping something.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Pick a project slightly above your level.","Learn by building, not watching.",""
"516","system-design-101 (ByteByteGo)","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/ByteByteGoHq/system-design-101","ByteByteGoHq/system-design-101","89,328","🟠 Quiet · last commit april 2025","FREE (open source)","Open source","Complex systems explained with visuals.","One diagram per concept — perfect quick reference.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Great source of post ideas (credit them).","System design in pictures.",""
"517","every-programmer-should-know","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/mtdvio/every-programmer-should-know","mtdvio/every-programmer-should-know","100,460","🟠 Quiet · last commit december 2025","FREE (open source)","Open source · GitHub license: CC-BY-4.0","Curated technical things every developer should know.","Fills the gaps tutorials leave.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Read the 'falsehoods programmers believe' links.","What they never taught you.",""
"518","professional-programming","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/charlax/professional-programming","charlax/professional-programming","51,519","🟢 Active · last commit september 2026","FREE (open source)","Open source · GitHub license: MIT","Full-stack resource collection for becoming a professional engineer.","The non-code parts: reviews, docs, estimation, careers.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Read the 'must-read articles' list first.","How to be a pro, not just a coder.",""
"519","The Missing Semester (MIT)","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Course","https://missing.csail.mit.edu","","","—","FREE (closed source)","Free","MIT course on the tools nobody teaches: shell, git, vim, debugging, security.","Fluency with tools multiplies everything else.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Do the git and shell lectures first.","The class CS degrees forgot.",""
"520","CS50 (Harvard)","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Course","https://cs50.harvard.edu/x/","","","—","FREE (closed source)","Free (paid certificate optional)","The best intro to computer science; also CS50 AI, Web and SQL tracks.","Rock-solid fundamentals, brilliantly taught.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","CS50 AI is a great second course.","Harvard's CS class. Free.",""
"521","Teach Yourself Computer Science","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Guide","https://teachyourselfcs.com","","","—","FREE (closed source)","Free","Opinionated list of the best book and lecture series for each core CS subject.","A curriculum instead of random tutorials.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","One subject at a time, over a year.","The self-taught CS curriculum.",""
"522","Karpathy: Neural Networks Zero to Hero","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://github.com/karpathy/nn-zero-to-hero","karpathy/nn-zero-to-hero","24,419","🟠 Quiet · last commit february 2024","FREE (open source)","Open source · GitHub license: MIT","Andrej Karpathy's video course building neural nets and GPT from scratch in code.","The clearest path to actually understanding LLMs.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Type every line yourself.","Learn LLMs from the person who built them.",""
"523","nanoGPT","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Learning repo","https://github.com/karpathy/nanoGPT","karpathy/nanoGPT","63,180","🟠 Quiet · last commit november 2025","FREE (open source)","Open source (MIT)","The simplest, fastest repository for training/fine-tuning medium-sized GPTs.","A full GPT training loop you can read in one sitting.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Train it on your own text for fun.","GPT in 300 lines.",""
"524","nanochat","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Learning repo","https://github.com/karpathy/nanochat","karpathy/nanochat","58,093","🟢 Active · last commit july 2026","FREE (open source)","Open source (MIT)","Full-stack ChatGPT clone pipeline: tokeniser, pretraining, SFT, RL, inference, web UI.","See the entire LLM lifecycle end to end on a small budget.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Read speedrun.sh top to bottom.","Train your own ChatGPT for ~$100.",""
"525","LLMs-from-scratch","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Learning repo + book","https://github.com/rasbt/LLMs-from-scratch","rasbt/LLMs-from-scratch","105,148","🟢 Active · last commit today","FREE (open source)","Open source code; paid book","Sebastian Raschka's step-by-step implementation of a GPT-like LLM in PyTorch.","Book-quality explanations with runnable notebooks.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Bonus folders cover LoRA, DPO and more.","Build an LLM, chapter by chapter.",""
"526","LLM Course (mlabonne)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://github.com/mlabonne/llm-course","mlabonne/llm-course","82,999","🟡 Slower · last commit february 2026","FREE (open source)","Open source (Apache-2.0)","Roadmaps and Colab notebooks: fundamentals, the LLM scientist, the LLM engineer.","The best free map of fine-tuning, quantisation and deployment.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Notebooks run on free Colab.","The free course for LLM engineers.",""
"527","Hugging Face Learn (LLM, Agents, MCP courses)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://huggingface.co/learn","","","—","FREE (closed source)","Free","Free courses on LLMs, agents, MCP, diffusion, audio, RL and more.","Hands-on, certificate-granting and always current.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Agents and MCP courses are short and practical.","Free AI courses with certificates.",""
"528","Anthropic Academy","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://anthropic.skilljar.com","","","—","FREE (closed source)","Free","Anthropic's official courses: Claude Code in action, building with the API, MCP, AI fluency.","Learn the tools from their makers.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","The Claude Code and MCP courses pay off fastest.","Anthropic teaches Claude Code. Free.",""
"529","Claude Cookbooks","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Code recipes","https://github.com/anthropics/claude-cookbooks","anthropics/claude-cookbooks","52,770","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT)","Runnable notebooks: tool use, RAG, sub-agents, extended thinking, evals, skills.","Copy-paste patterns for client work.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","The agents/ patterns folder is the best part.","Official Claude recipes.",""
"530","OpenAI Cookbook","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Code recipes","https://github.com/openai/openai-cookbook","openai/openai-cookbook","76,034","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Examples and guides for the OpenAI API.","Many patterns transfer to any model.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Check the agents and evals sections.","Official OpenAI recipes.",""
"531","Generative AI for Beginners (Microsoft)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://github.com/microsoft/generative-ai-for-beginners","microsoft/generative-ai-for-beginners","119,947","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","21-lesson course on building generative AI apps.","Structured on-ramp with code in Python and TypeScript.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Good to recommend to juniors.","21 lessons to your first AI app.",""
"532","AI Agents for Beginners (Microsoft)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://github.com/microsoft/ai-agents-for-beginners","microsoft/ai-agents-for-beginners","74,998","🟢 Active · last commit september 2026","FREE (open source)","Open source (MIT)","Lessons covering agent design patterns, tool use, RAG, multi-agent and production.","Vendor-neutral concepts, clear diagrams.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Pair with 12-Factor Agents.","Agents, explained from zero.",""
"533","MCP for Beginners (Microsoft)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://github.com/microsoft/mcp-for-beginners","microsoft/mcp-for-beginners","17,233","🟢 Active · last commit last friday","FREE (open source)","Open source (MIT)","Curriculum for the Model Context Protocol with examples in C#, Python, TS, Java.","Includes .NET examples, rare in MCP material.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Build one server per language you use.","Learn MCP in a weekend.",""
"534","LLM Engineer's Handbook (repo)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Learning repo","https://github.com/SylphAI-Inc/LLM-engineer-handbook","SylphAI-Inc/LLM-engineer-handbook","5,037","🟠 Quiet · last commit august 2025","FREE (open source)","Open source · GitHub license: MIT","Curated resources across the LLM app lifecycle: training, serving, prompts, evals.","A map of the whole field in one README.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Use as a reading list.","The LLM engineer's reading list.",""
"535","Hands-On Large Language Models","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Learning repo + book","https://github.com/HandsOnLLM/Hands-On-Large-Language-Models","HandsOnLLM/Hands-On-Large-Language-Models","29,151","🟡 Slower · last commit april 2026","FREE (open source)","Open source code; paid book · GitHub license: Apache-2.0","Visual, practical guide to LLMs with notebooks (Alammar & Grootendorst).","The most visual explanations of embeddings, attention and RAG.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Notebooks run on Colab.","LLMs, explained with pictures.",""
"536","AI Engineering (Chip Huyen)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Book","https://github.com/chiphuyen/aie-book","chiphuyen/aie-book","17,468","🟢 Active · last commit july 2026","PAID","Paid book; free companion repo","The reference book on building applications with foundation models: evals, RAG, agents, fine-tuning, inference.","The framework to decide prompt vs RAG vs fine-tune.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","The evaluation chapters are worth the price alone.","The book every AI engineer should own.",""
"537","Building Effective Agents (Anthropic)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Essay","https://www.anthropic.com/engineering/building-effective-agents","","","—","FREE (closed source)","Free","Anthropic's essay on workflows vs agents and the handful of patterns that work.","Most 'agent' problems are solved by a simple workflow — this shows which.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Re-read before starting any agent project.","The most important agent essay. 15 minutes.",""
"538","Anthropic Engineering blog","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Blog","https://www.anthropic.com/engineering","","","—","FREE (closed source)","Free","Deep dives: context engineering, writing tools for agents, multi-agent research, skills, sandboxing.","First-hand lessons from the team building the models.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Subscribe via RSS.","Where the agent playbook gets written.",""
"539","fast.ai — Practical Deep Learning","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://course.fast.ai","","","—","FREE (closed source)","Free","Top-down deep learning course for coders.","Train real models in lesson one, theory later.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Great before any fine-tuning work.","Deep learning for people who code.",""
"540","DeepLearning.AI Short Courses","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://www.deeplearning.ai/short-courses/","","","—","FREEMIUM","Many free; some paid","1–2 hour courses with vendors (Anthropic, LangChain, HF) on specific skills.","Learn one new tool in an evening.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Pick by tool you are about to adopt.","A new AI skill every evening.",""
"541","Stanford CS336: Language Modeling from Scratch","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://stanford-cs336.github.io","","","—","FREE (closed source)","Free materials","Stanford's course on building LMs end to end: tokenisation, architecture, systems, scaling, alignment.","University-level depth, freely available.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Assignments are serious — budget time.","Stanford's LLM class. Free.",""
"542","Dive into Deep Learning","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Interactive book","https://d2l.ai","","","—","FREE (closed source)","Free","Interactive deep learning book with code in PyTorch/JAX.","Math, code and intuition side by side.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Use as a reference, not cover to cover.","The interactive deep learning textbook.",""
"543","3Blue1Brown: Neural Networks","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Video series","https://www.3blue1brown.com/topics/neural-networks","","","—","FREE (closed source)","Free","Visual explanations of neural nets, backprop, transformers and attention.","The intuition no textbook gives you.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Watch the transformer videos twice.","Finally understand attention.",""
"544","Applied LLMs","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Essay","https://applied-llms.org","","","—","FREE (closed source)","Free","'What we learned from a year of building with LLMs' — tactical, operational and strategic lessons.","A year of other people's mistakes, condensed.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Read the tactical section before a client project.","A year of LLM lessons in one page.",""
"545","Hugging Face Papers","24 · Learning & Becoming a Better Engineer","Research","Paper feed","https://huggingface.co/papers","","","—","FREE (closed source)","Free","Daily trending ML papers with discussion and linked models/demos.","Stay current in five minutes a day.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Read abstracts daily, one full paper a week.","Today's most important AI papers.",""
"546","alphaXiv","24 · Learning & Becoming a Better Engineer","Research","Paper platform","https://www.alphaxiv.org","","","—","FREE (closed source)","Free","arXiv with discussion, AI summaries and chat-with-paper.","Understand a paper faster.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Swap arxiv → alphaxiv in any URL.","Chat with any research paper.",""
"547","Simon Willison's Weblog","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Blog","https://simonwillison.net","","","—","FREE (closed source)","Free","The most useful running log of practical LLM developments, tools and security.","Signal without hype, daily.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Follow the 'ai' and 'prompt-injection' tags.","The one AI blog worth reading daily.",""
"548","Latent Space","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Newsletter + podcast","https://www.latent.space","","","—","FREEMIUM","Free; paid tier","The AI engineer's newsletter and podcast.","Interviews with the people shipping the tools you use.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Their annual reading list is excellent.","The podcast for AI engineers.",""
"549","The Pragmatic Engineer","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Newsletter","https://newsletter.pragmaticengineer.com","","","—","FREEMIUM","Free posts; paid subscription","Deep dives on engineering culture, careers, big-tech practices and AI tooling.","Understand how senior engineers and orgs really operate.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Free articles alone are valuable.","How big tech really builds software.",""
"550","ByteByteGo","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Newsletter","https://blog.bytebytego.com","","","—","FREEMIUM","Free weekly; paid tier","System design explained with diagrams.","One concept a week, visually.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Save the diagrams.","System design, one picture a week.",""
"551","TLDR","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Newsletter","https://tldr.tech","","","—","FREE (closed source)","Free","Daily 5-minute tech, AI and dev newsletters.","Stay informed without doomscrolling.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Subscribe to TLDR AI + TLDR Dev.","Tech news in 5 minutes.",""
"552","Ben's Bites","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Newsletter","https://www.bensbites.com","","","—","FREEMIUM","Free; paid tier","AI news and tools for builders.","Product-level view of what is launching.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Good source of tool ideas for content.","What launched in AI this week.",""
"553","The Batch (DeepLearning.AI)","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Newsletter","https://www.deeplearning.ai/the-batch/","","","—","FREE (closed source)","Free","Andrew Ng's weekly AI newsletter.","Research and industry with a calm, expert lens.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Read Andrew's letter at the top.","AI news from Andrew Ng.",""
"554","Hacker News","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Community","https://news.ycombinator.com","","","—","FREE (closed source)","Free","The tech community's front page.","Where new tools and honest critiques surface first.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Read the comments — that is the value.","Where developers argue about everything.",""
"555","Lilian Weng's blog","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Blog","https://lilianweng.github.io","","","—","FREE (closed source)","Free","Long-form, rigorous surveys of ML topics (agents, RL, hallucination, diffusion).","The best literature reviews on the internet.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Start with the LLM-powered agents post.","One blog post = one research field.",""
"556","Eugene Yan","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Blog","https://eugeneyan.com","","","—","FREE (closed source)","Free","Applied ML and LLM systems writing from a practitioner.","Patterns for building LLM systems and evals that work.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Read 'Patterns for Building LLM-based Systems'.","LLM patterns from production.",""
"557","Chip Huyen's blog","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Blog","https://huyenchip.com/blog/","","","—","FREE (closed source)","Free","Essays on ML systems, agents and AI engineering.","Clear thinking on system-level trade-offs.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Her agents post is a great primer.","ML systems thinking, clearly written.",""
"558","Paul Graham's essays","24 · Learning & Becoming a Better Engineer","Founder thinking","Essays","https://paulgraham.com/articles.html","","","—","FREE (closed source)","Free","Essays on startups, thinking and doing great work.","The clearest thinking about startups ever written.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Start with 'Do Things That Don't Scale'.","The essays behind Y Combinator.",""
"559","Fireship","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@Fireship","","","—","FREE (closed source)","Free","High-intensity code tutorials and tech news.","Learn a technology's shape in 100 seconds.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Great study of hook and pacing for dev content.","Any tech in 100 seconds.",""
"560","Andrej Karpathy (YouTube)","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@AndrejKarpathy","","","—","FREE (closed source)","Free","Long-form lectures: intro to LLMs, how I use LLMs, building GPT.","The best teacher in the field.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","'Deep Dive into LLMs like ChatGPT' is the place to start.","The best AI teacher alive.",""
