"#","Name","Category","Sub-category","Type","Link","GitHub repo","GitHub ★","Maintenance","Pricing tier","Price / license","What it is","Why it 10x's you","Best for","Works with","Platform","Install / get started","Setup effort","Status","Pro tip / gotcha","Instagram hook","My notes"
"167","auto-editor","21 · Content Creation & AI Creative Tools","Video processing","CLI tool","https://github.com/WyattBlue/auto-editor","WyattBlue/auto-editor","5,238","🟢 Active · last commit last sunday","FREE (open source)","Open source (Unlicense)","Automatically cuts silence and dead space from videos; exports to Resolve/Premiere timelines.","Removes the most boring hour of editing a talking-head reel.","Talking-head creators","Instagram / Reels / YouTube workflows","Windows / macOS / Linux","pip install auto-editor","Low","🚀 Add now","Export as a DaVinci Resolve timeline to keep fine control.","Cut every silence automatically.",""
"168","Excalidraw","21 · Content Creation & AI Creative Tools","Diagrams","Web app","https://github.com/excalidraw/excalidraw","excalidraw/excalidraw","132,219","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT); paid Plus","Hand-drawn style whiteboard for diagrams and sketches.","Architecture sketches that look great in posts and specs.","Everyone","Instagram / Reels / YouTube workflows","Web","Open excalidraw.com","Low","🚀 Add now","LLMs can generate Excalidraw JSON or Mermaid-to-Excalidraw.","The whiteboard engineers love.",""
"169","Mermaid","21 · Content Creation & AI Creative Tools","Diagrams","Library","https://github.com/mermaid-js/mermaid","mermaid-js/mermaid","90,289","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","Diagrams and flowcharts from text; renders in GitHub, Notion, Obsidian.","Agents write and update architecture diagrams inside your spec docs.","Spec-driven developers","Instagram / Reels / YouTube workflows","Windows / macOS / Linux","Use ```mermaid code fences","Low","🚀 Add now","Put a Mermaid diagram in every spec.","Diagrams that live in git.",""
"170","Cap","21 · Content Creation & AI Creative Tools","Screen recording","Desktop app","https://github.com/CapSoftware/Cap","CapSoftware/Cap","22,407","🟢 Active · last commit today","FREE (open source)","Open source (AGPL-3.0) + paid Pro","Open-source Loom / Screen Studio alternative with polished zooms and backgrounds.","Beautiful product demos on Windows, where Screen Studio does not run.","Demo makers on Windows","Instagram / Reels / YouTube workflows","Windows / macOS","Download","Low","🚀 Add now","Record at native resolution, export 4K.","Screen Studio for Windows. Free.",""
"171","faster-whisper","22 · Voice, Realtime & Multimodal","Speech-to-text","Library","https://github.com/SYSTRAN/faster-whisper","SYSTRAN/faster-whisper","25,441","🟠 Quiet · last commit november 2025","FREE (open source)","Open source (MIT)","Whisper reimplemented on CTranslate2: up to 4x faster with less memory.","Private, fast transcription on a modest GPU or CPU.","Local transcription","Python / TS, WebRTC, telephony, local models","Windows / macOS / Linux","pip install faster-whisper","Low","🚀 Add now","int8 quantisation runs well on CPU.","Transcribe an hour in a minute. Locally.",""
"172","MentraOS","23 · Hardware, Edge AI & Computer Vision","Smart glasses","Operating system + SDK","https://github.com/Mentra-Community/MentraOS","Mentra-Community/MentraOS","2,353","🟢 Active · last commit today","FREE (open source)","Open source (GitHub reports Apache-2.0)","Open-source smart-glasses OS and cross-device app SDK (formerly AugmentOS).","Study a working glasses architecture: phone relay, cloud apps, display/mic/camera APIs.","Smart-glasses builders","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","See docs / SDK","High","🚀 Add now","Read their SDK design before designing your own app model.","An open-source OS for smart glasses.",""
"173","MediaPipe","23 · Hardware, Edge AI & Computer Vision","On-device ML","Framework","https://github.com/google-ai-edge/mediapipe","google-ai-edge/mediapipe","36,986","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","On-device ML solutions: pose, hands, face, segmentation, object detection — web, Android, iOS, Python.","Realtime pose tracking in the browser with no server — the core of any camera-based movement app.","Camera-based apps","Embedded devices, mobile, browser, Python","Windows / macOS / Linux","npm i @mediapipe/tasks-vision","Medium","🚀 Add now","Pose Landmarker in the browser runs at 30+ fps on phones.","Body tracking in a browser tab.",""
"174","system-design-primer","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/donnemartin/system-design-primer","donnemartin/system-design-primer","370,508","🟡 Slower · last commit march 2026","FREE (open source)","Open source","How to design large-scale systems, with worked examples and flashcards.","The mental models behind every architecture decision — and every senior interview.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Read one section per week and draw it from memory.","The repo that gets people senior offers.",""
"175","build-your-own-x","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Learning repo","https://github.com/codecrafters-io/build-your-own-x","codecrafters-io/build-your-own-x","547,865","🟢 Active · last commit july 2026","FREE (open source)","Open source","Tutorials for rebuilding real technology from scratch: databases, git, Docker, neural nets.","You do not understand a tool until you have built a bad version of it.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Pick one: build your own git or your own Redis.","Build your own Docker. Seriously.",""
"176","The Missing Semester (MIT)","24 · Learning & Becoming a Better Engineer","Engineering fundamentals","Course","https://missing.csail.mit.edu","","","—","FREE (closed source)","Free","MIT course on the tools nobody teaches: shell, git, vim, debugging, security.","Fluency with tools multiplies everything else.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Do the git and shell lectures first.","The class CS degrees forgot.",""
"177","Karpathy: Neural Networks Zero to Hero","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://github.com/karpathy/nn-zero-to-hero","karpathy/nn-zero-to-hero","24,419","🟠 Quiet · last commit february 2024","FREE (open source)","Open source · GitHub license: MIT","Andrej Karpathy's video course building neural nets and GPT from scratch in code.","The clearest path to actually understanding LLMs.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Type every line yourself.","Learn LLMs from the person who built them.",""
"178","nanochat","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Learning repo","https://github.com/karpathy/nanochat","karpathy/nanochat","58,093","🟢 Active · last commit july 2026","FREE (open source)","Open source (MIT)","Full-stack ChatGPT clone pipeline: tokeniser, pretraining, SFT, RL, inference, web UI.","See the entire LLM lifecycle end to end on a small budget.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Read speedrun.sh top to bottom.","Train your own ChatGPT for ~$100.",""
"179","LLM Course (mlabonne)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://github.com/mlabonne/llm-course","mlabonne/llm-course","82,999","🟡 Slower · last commit february 2026","FREE (open source)","Open source (Apache-2.0)","Roadmaps and Colab notebooks: fundamentals, the LLM scientist, the LLM engineer.","The best free map of fine-tuning, quantisation and deployment.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Notebooks run on free Colab.","The free course for LLM engineers.",""
"180","Hugging Face Learn (LLM, Agents, MCP courses)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://huggingface.co/learn","","","—","FREE (closed source)","Free","Free courses on LLMs, agents, MCP, diffusion, audio, RL and more.","Hands-on, certificate-granting and always current.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Agents and MCP courses are short and practical.","Free AI courses with certificates.",""
"181","Anthropic Academy","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Course","https://anthropic.skilljar.com","","","—","FREE (closed source)","Free","Anthropic's official courses: Claude Code in action, building with the API, MCP, AI fluency.","Learn the tools from their makers.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","The Claude Code and MCP courses pay off fastest.","Anthropic teaches Claude Code. Free.",""
"182","Claude Cookbooks","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Code recipes","https://github.com/anthropics/claude-cookbooks","anthropics/claude-cookbooks","52,770","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT)","Runnable notebooks: tool use, RAG, sub-agents, extended thinking, evals, skills.","Copy-paste patterns for client work.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","The agents/ patterns folder is the best part.","Official Claude recipes.",""
"183","AI Engineering (Chip Huyen)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Book","https://github.com/chiphuyen/aie-book","chiphuyen/aie-book","17,468","🟢 Active · last commit july 2026","PAID","Paid book; free companion repo","The reference book on building applications with foundation models: evals, RAG, agents, fine-tuning, inference.","The framework to decide prompt vs RAG vs fine-tune.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","The evaluation chapters are worth the price alone.","The book every AI engineer should own.",""
"184","Building Effective Agents (Anthropic)","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Essay","https://www.anthropic.com/engineering/building-effective-agents","","","—","FREE (closed source)","Free","Anthropic's essay on workflows vs agents and the handful of patterns that work.","Most 'agent' problems are solved by a simple workflow — this shows which.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Re-read before starting any agent project.","The most important agent essay. 15 minutes.",""
"185","Anthropic Engineering blog","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Blog","https://www.anthropic.com/engineering","","","—","FREE (closed source)","Free","Deep dives: context engineering, writing tools for agents, multi-agent research, skills, sandboxing.","First-hand lessons from the team building the models.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Subscribe via RSS.","Where the agent playbook gets written.",""
"186","Applied LLMs","24 · Learning & Becoming a Better Engineer","AI & LLM engineering","Essay","https://applied-llms.org","","","—","FREE (closed source)","Free","'What we learned from a year of building with LLMs' — tactical, operational and strategic lessons.","A year of other people's mistakes, condensed.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Read the tactical section before a client project.","A year of LLM lessons in one page.",""
"187","Simon Willison's Weblog","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Blog","https://simonwillison.net","","","—","FREE (closed source)","Free","The most useful running log of practical LLM developments, tools and security.","Signal without hype, daily.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Follow the 'ai' and 'prompt-injection' tags.","The one AI blog worth reading daily.",""
"188","Latent Space","24 · Learning & Becoming a Better Engineer","Blogs & newsletters","Newsletter + podcast","https://www.latent.space","","","—","FREEMIUM","Free; paid tier","The AI engineer's newsletter and podcast.","Interviews with the people shipping the tools you use.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Their annual reading list is excellent.","The podcast for AI engineers.",""
"189","Paul Graham's essays","24 · Learning & Becoming a Better Engineer","Founder thinking","Essays","https://paulgraham.com/articles.html","","","—","FREE (closed source)","Free","Essays on startups, thinking and doing great work.","The clearest thinking about startups ever written.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Start with 'Do Things That Don't Scale'.","The essays behind Y Combinator.",""
"190","Andrej Karpathy (YouTube)","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@AndrejKarpathy","","","—","FREE (closed source)","Free","Long-form lectures: intro to LLMs, how I use LLMs, building GPT.","The best teacher in the field.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","'Deep Dive into LLMs like ChatGPT' is the place to start.","The best AI teacher alive.",""
"191","The Mom Test","24 · Learning & Becoming a Better Engineer","Books","Book","https://www.momtestbook.com","","","—","PAID","Paid book","How to talk to customers and learn if your idea is good when everyone is lying to you.","Saves months of building things nobody wants.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Read before your next client discovery call.","Stop asking people if your idea is good.",""
"192","Better Auth","25 · Founder & Solo-Builder Stack","Auth","Library","https://github.com/better-auth/better-auth","better-auth/better-auth","29,989","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Comprehensive TypeScript auth framework: email/password, OAuth, 2FA, organisations, plugins.","Own your auth and user data with a great developer experience.","TS apps on any host","Any stack","Any","npm i better-auth","Medium","🚀 Add now","Works on Cloudflare D1 with Drizzle.","Auth you own. No monthly bill.",""
"193","Resend","25 · Founder & Solo-Builder Stack","Email","Platform","https://resend.com","","","—","FREEMIUM","Free tier; paid volume","Developer-first transactional email API with React Email.","Emails as React components; deliverability handled.","App transactional email","Any stack","Web","npm i resend","Low","🚀 Add now","Verify your domain (SPF/DKIM) on day one.","Email for developers.",""
"194","Obsidian","25 · Founder & Solo-Builder Stack","Knowledge & planning","App","https://obsidian.md","","","—","FREEMIUM","Free (incl. commercial use); paid Sync/Publish","Local-first Markdown knowledge base with links, graph and plugins.","Your notes are plain files — so Claude Code can read, search and write your second brain.","Thinkers, spec writers","Any stack","Windows / macOS / Linux / mobile","winget install Obsidian.Obsidian","Low","🚀 Add now","Keep specs and decisions in the vault; open it as a folder in Claude Code.","A second brain that AI can read.",""
"195","Cal.com","25 · Founder & Solo-Builder Stack","Scheduling","App","https://github.com/calcom/cal.diy","calcom/cal.diy","48,528","🟢 Active · last commit last monday","FREE (open source)","Open source (GitHub reports MIT for calcom/cal.diy) + hosted free tier","Open-source scheduling infrastructure.","Booking links for discovery calls; API for automation.","Freelancers, agencies","Any stack","Web","Use hosted or self-host","Low","🚀 Add now","Repo is now calcom/cal.diy. Trigger n8n on booking → auto-prepare a client brief.","Calendly, but open source.",""
"196","Tally","25 · Founder & Solo-Builder Stack","Forms","App","https://tally.so","","","—","FREEMIUM","Generous free tier; paid Pro","Notion-style form builder with webhooks.","Lead forms and surveys straight into n8n.","Lead capture","Any stack","Web","Sign up","Low","🚀 Add now","Webhook → n8n → CRM in ten minutes.","Forms that feel like a doc.",""
"197","YC Startup Library & Startup School","25 · Founder & Solo-Builder Stack","Founder education","Course","https://www.ycombinator.com/library","","","—","FREE (closed source)","Free","Y Combinator's essays, videos and free Startup School course.","The best free startup education available.","First-time founders","Any stack","Web","Watch / enrol","Low","🚀 Add now","Watch 'How to get startup ideas' and 'How to talk to users'.","Y Combinator's playbook. Free.",""
"198","GitHub Student Developer Pack","25 · Founder & Solo-Builder Stack","Student perks","Benefits pack","https://education.github.com/pack","","","—","FREE (closed source)","Free for verified students","Free access to dozens of paid developer tools while you are a student: Copilot, cloud credits, domains, JetBrains and more.","Hundreds of dollars of tools for free.","University students","Any stack","Web","Verify student status","Low","🚀 Add now","Claim it the day your student email works.","Students: $1,000s of dev tools, free.",""
